nombre,distrito,lat,lon,potencia_kw,estado
McDonalds Ciudad de la imagen,NORTE,37.43359895265199,-5.969812235099653,150.0,Valido
Mercadona Calle Aviación,NORTE,37.40447384581881,-5.958060455700206,22.0,Valido
Mercadona Online Sevilla,NORTE,37.4306601499169,-5.970575333834802,22.0,Valido
Mercadona Pino Montano,NORTE,37.426756432940266,-5.976417140603644,22.0,Valido
Mercadona Sevilla Norte,NORTE,37.415136132993126,-5.973398191735214,22.0,Valido
Plenoil Sevilla III,NORTE,37.41251395210912,-5.9511692783987655,60.0,Valido
REPSOL Santa Clara,NORTE,37.40535174327228,-5.956217992032634,50.0,Valido
SYRSA Automoción (Renault),NORTE,37.40363296338174,-5.95876423536572,22.0,Valido
ALDI Avenida Manuel Del Valle,SAN PABLO-SANTA JUSTA,37.39825635682267,-5.968661411709036,7.4,Valido
Audi AVISA,SAN PABLO-SANTA JUSTA,37.38995594943694,-5.9424494899527645,150.0,Valido
Ayunt. Sevilla. Avda. de la Solea (Wenea),SAN PABLO-SANTA JUSTA,37.396044590887485,-5.963191220591398,22.0,Valido
Ayunt. Sevilla. Avda. de la Soleá (Eranovum),SAN PABLO-SANTA JUSTA,37.39215504443801,-5.967217685251086,22.0,Valido
Ayunt. Sevilla. Calle Alvar Núñez de Vaca (Eranovum),SAN PABLO-SANTA JUSTA,37.39533483494793,-5.952971999020406,22.0,Valido
Ayunt. Sevilla. Calle Antioquía (Wenea),SAN PABLO-SANTA JUSTA,37.39822905106949,-5.956209388207924,100.0,Valido
Ayunt. Sevilla. Calle Esperanza de la Trinidad (Acciona),SAN PABLO-SANTA JUSTA,37.39530092868736,-5.975325465881383,100.0,Valido
Ayunt. Sevilla. Calle Fray Francisco de Pareja (Wenea),SAN PABLO-SANTA JUSTA,37.400399869562065,-5.949374625424838,22.0,Valido
Ayunt. Sevilla. Calle Juan Bosco (Endesa),SAN PABLO-SANTA JUSTA,37.39401758045385,-5.976349454427577,150.0,Valido
Ayunt. Sevilla. Calle Macedonia ,SAN PABLO-SANTA JUSTA,37.402412641444684,-5.956829700485059,22.0,Valido
Ayunt. Sevilla. Calle María Moliner ,SAN PABLO-SANTA JUSTA,37.39956345596319,-5.968001602686968,100.0,Valido
Ayunt. Sevilla: Avenida Santa Clara de Cuba (Acciona),SAN PABLO-SANTA JUSTA,37.394823560137084,-5.953811664958039,22.0,Valido
Ayunt. Sevilla: Calle Antonio Filpo Rojas (Acciona),SAN PABLO-SANTA JUSTA,37.397036533952516,-5.975470223806951,100.0,Valido
Ayunt. Sevilla: Calle Arroyo. CEIP Al Andalus ( Wenea),SAN PABLO-SANTA JUSTA,37.39849239169003,-5.973745279621312,22.0,Valido
Ayunt. Sevilla: Calle Baltasar de Alcázar,SAN PABLO-SANTA JUSTA,37.400962602264855,-5.967612166596609,22.0,Valido
Ayunt. Sevilla: Calle Carabela la Niña (Wenea),SAN PABLO-SANTA JUSTA,37.40692558447114,-5.951422067751196,22.0,Valido
Ayunt. Sevilla: Calle Carmen Martínez Sancho ,SAN PABLO-SANTA JUSTA,37.399240385884525,-5.970051900400563,22.0,Valido
Ayunt. Sevilla: Calle Dr. Laffón Soto (Endesa),SAN PABLO-SANTA JUSTA,37.3955241915518,-5.964081240779365,150.0,Valido
Ayunt. Sevilla: Calle San Juan Bosco (Wenea),SAN PABLO-SANTA JUSTA,37.395785231820724,-5.97772194014135,22.0,Valido
Ayunt. Sevilla: Calle San Juan Bosco (Wenea),SAN PABLO-SANTA JUSTA,37.39364422852229,-5.975848211977791,22.0,Valido
Ayunt. Sevilla: Calle Urquiza ,SAN PABLO-SANTA JUSTA,37.39468124802296,-5.98043989487681,22.0,Valido
BMW - San Pablo Motor,SAN PABLO-SANTA JUSTA,37.392904844143914,-5.943812974391335,22.0,Valido
C.C. Los Arcos Sevilla,SAN PABLO-SANTA JUSTA,37.388250178512536,-5.960408363341031,22.0,Valido
Calle Rafael Beca Mateos,SAN PABLO-SANTA JUSTA,37.392192090218856,-5.948530747992095,22.0,Valido
Cepsa Efeso,SAN PABLO-SANTA JUSTA,37.39359337530253,-5.96283528274148,180.0,Valido
Cepsa YATA Sevilla,SAN PABLO-SANTA JUSTA,37.39353834831047,-5.944285359764422,50.0,Valido
E.S. Repsol Montesierra,SAN PABLO-SANTA JUSTA,37.39308579829613,-5.952914934862633,50.0,Valido
E.S. Repsol Santa Clara,SAN PABLO-SANTA JUSTA,37.404714931042065,-5.955717601737717,50.0,Valido
Emasesa,SAN PABLO-SANTA JUSTA,37.393914,-5.948707,3.7,Valido
GoFit Sevilla,SAN PABLO-SANTA JUSTA,37.3923187121126,-5.97876118825215,22.0,Valido
Nissan Divesan (Allego),SAN PABLO-SANTA JUSTA,37.39492212471238,-5.94447727395459,50.0,Valido
Parking AUSSA Jose Laguillo,SAN PABLO-SANTA JUSTA,37.39349475473951,-5.982099824506577,7.4,Valido
Parking Insur Mirador de Santa Justa,SAN PABLO-SANTA JUSTA,37.390211,-5.973704,22.0,Valido
Tysa FORD,SAN PABLO-SANTA JUSTA,37.38707432012707,-5.942749461293033,22.0,Valido
Audi Sevilla,SUR,37.36385652114035,-5.9558684198450464,150.0,Valido
Ayunt- Sevilla. Calle Fernando Villalón ,SUR,37.37703865826259,-5.981833895887576,22.0,Valido
Ayunt. Sevilla.  Avión Cuatro Vientos (Wenea),SUR,37.37484501793499,-5.974179477422126,22.0,Valido
Ayunt. Sevilla.  Juan Pablos (Wenea),SUR,37.37075917438031,-5.982461829125157,22.0,Valido
Ayunt. Sevilla. Avda. Hytasa ,SUR,37.370513524295134,-5.960110214118572,100.0,Valido
Ayunt. Sevilla. Calle Diego de riaño (Endesa),SUR,37.37926448862238,-5.984968262941834,22.0,Valido
Ayunt. Sevilla. Genaro Parladé (Wenea),SUR,37.367273918078865,-5.979317192593612,22.0,Valido
Ayunt. Sevilla: Calle Antonio Maura Montaner  (Acciona),SUR,37.365780775658706,-5.9819989170578936,50.0,Valido
Ayunt. Sevilla: Calle Bogotá ,SUR,37.371524887456474,-5.981668333957032,22.0,Valido
Ayunt. Sevilla: Calle Cardenal Bueno Monreal ,SUR,37.3701805171096,-5.97769601610014,100.0,Valido
Ayunt. Sevilla: Calle Claudio Guerin ,SUR,37.37391398901934,-5.970375636271001,22.0,Valido
Ayunt. Sevilla: Calle Luis Rosales (Eranovum),SUR,37.36871205470581,-5.978100591508451,22.0,Valido
Ayunt. Sevilla: Calle Pedro Salinas ,SUR,37.37075336862259,-5.97958750537714,22.0,Valido
Ayunt. Sevilla: Calle Presidente Cárdenas ,SUR,37.37393789662815,-5.97755798751075,22.0,Valido
Ayunt. Sevilla: Calle Presidente Cárdenas (Eranovum),SUR,37.37549141309698,-5.978068681883883,22.0,Valido
Ayunt. Sevilla: Calle Águila Perdicera ,SUR,37.367146806474835,-5.953622281628412,50.0,Valido
Ayunt. Sevilla: Ronda del Tamarguillo (Eranovum),SUR,37.37248199156312,-5.965760093406857,22.0,Valido
BMW San Pablo Motor,SUR,37.36297583400034,-5.958146243717465,22.0,Valido
C.C. Viapol Center,SUR,37.37643252196989,-5.976483068199286,50.0,Valido
Cocheras Metro Sevilla,SUR,37.36570992346783,-5.948634488279822,22.0,Valido
E.S. Alcampo,SUR,37.37049783380266,-5.965374198530753,100.0,Valido
Estación Tren Sevilla Virgen Del Rocio,SUR,37.36319585832214,-5.975554772834727,22.0,Valido
Hotel AC Ciudad de Sevilla,SUR,37.36413771930563,-5.9830663292812005,60.0,Valido
Hotel Sevilla Palmera,SUR,37.36491323113995,-5.97856314088142,22.0,Valido
McDonalds Sevilla,SUR,37.36439575367275,-5.956601856776956,50.0,Valido
Mercadona Carretera Su Eminencia,SUR,37.36229884895759,-5.957119899192321,22.0,Valido
Nissan Vanauto,SUR,37.363206950552126,-5.959239080937217,50.0,Valido
Parking AUSSA Rafael Salgado,SUR,37.36005199807596,-5.977588810062116,7.4,Valido
Parking Insur,SUR,37.374403399159704,-5.9764496154145945,22.0,Valido
Parking Rosa Amarilla (TheFCharging),SUR,37.36492334288117,-5.978010740374657,60.0,Valido
Parking Virgen del Rocio,SUR,37.360901525658704,-5.981029598086138,22.0,Valido
Plenoil Sevilla IV,SUR,37.364721894148815,-5.956845863433017,60.0,Valido
Supermercado Díaz Cadenas Sevilla,SUR,37.36936944179084,-5.960621532499147,120.0,Valido
Universidad Pablo de Olavide. P14,SUR,37.35697378327218,-5.9420230555192575,22.0,Valido
VW Sevilla,SUR,37.362970006946185,-5.9573221525913596,7.4,Valido
Acua,TRIANA,37.403052571101114,-6.007108069173455,22.0,Valido
Aldi Ronda de Triana,TRIANA,37.381484664661514,-6.010050881852521,3.7,Valido
Ayunt. Sevilla. Avda. Ing. Luis Salvador (Wenea),TRIANA,37.418024257886074,-6.00169357653067,22.0,Valido
Ayunt. Sevilla. Calle Antonio García Corona ,TRIANA,37.38349601889644,-6.006393596318276,22.0,Valido
Ayunt. Sevilla. Calle Castilla (Wenea),TRIANA,37.38799387316877,-6.006605196137798,22.0,Valido
Ayunt. Sevilla. Calle Esperanza De Triana,TRIANA,37.381398676759204,-6.00668198395951,22.0,Valido
Ayunt. Sevilla. Calle Génova (Endesa),TRIANA,37.3804487279952,-5.999187338370007,22.0,Valido
Ayunt. Sevilla. Calle Leonardo da Vinci (Wenea),TRIANA,37.40159168482212,-6.008301565897,22.0,Valido
Ayunt. Sevilla. Calle Manuel Arellano  (Wenea),TRIANA,37.38633623380393,-6.00968686002841,22.0,Valido
Ayunt. Sevilla. Calle Niculoso Pisano (Eranovum),TRIANA,37.3874271461934,-6.012267083056258,22.0,Valido
Ayunt. Sevilla. Facultad Comunicacion (Wenea),TRIANA,37.41036356970284,-6.006747442364485,22.0,Valido
Ayunt. Sevilla. Gregor Mendel (Eranovum),TRIANA,37.40311566571914,-6.007576767322661,120.0,Valido
Ayunt. Sevilla. La Cartuja (Endesa),TRIANA,37.41216400645082,-6.004927524493041,60.0,Valido
Ayunt. Sevilla. Leonardo Da Vinci (Eranovum),TRIANA,37.40882760069758,-6.005914074853763,120.0,Valido
Ayunt. Sevilla. Ronda de Triana (Wenea),TRIANA,37.38184362717526,-6.009714697246864,22.0,Valido
Ayunt. Sevilla:  Avda. coria (Acciona),TRIANA,37.380986068890536,-6.0103865652350805,100.0,Valido
Ayunt. Sevilla: Calle Alfarería (Acciona),TRIANA,37.388627014882616,-6.010227460413489,100.0,Valido
Ayunt. Sevilla: Calle Febo (Acciona),TRIANA,37.38092613741473,-6.003848926435808,50.0,Valido
Ayunt. Sevilla: Calle Johannes Kepler (Eranovum),TRIANA,37.409065733851065,-6.003708315061289,22.0,Valido
Ayunt. Sevilla: Calle Leonardo da Vinci (Endesa),TRIANA,37.412235849174664,-6.005107674755521,150.0,Valido
Ayunt. Sevilla: Calle Leonardo da Vinci (Eranovum),TRIANA,37.40465921837652,-6.007024631278682,22.0,Valido
Ayunt. Sevilla: Calle Leonardo da Vinci (Eranovum),TRIANA,37.40661357736373,-6.006525418175073,22.0,Valido
Ayunt. Sevilla: Calle Leonardo da Vinci 17 (Endesa),TRIANA,37.40684435029141,-6.0065097781984775,60.0,Valido
Ayunt. Sevilla: Calle López de Gomara (Acciona),TRIANA,37.379292252391835,-6.008327751902698,100.0,Valido
Ayunt. Sevilla: Calle Max Planck (Endesa),TRIANA,37.40240075015508,-6.005593072181398,60.0,Valido
Ayunt. Sevilla: Calle Max Planck (Eranovum),TRIANA,37.40132436355705,-6.005803113463827,22.0,Valido
Ayunt. Sevilla: Calle Max Planck (Eranovum),TRIANA,37.40290318025805,-6.005360806058775,22.0,Valido
Ayunt. Sevilla: Calle Paraíso ,TRIANA,37.37978306645795,-6.000556142010737,22.0,Valido
Ayunt. Sevilla: Calle Trabajo ,TRIANA,37.37833252323655,-6.00604333710092,22.0,Valido
Ayunt. Sevilla: Calle Uxama (Acciona),TRIANA,37.38717137373379,-6.009650063896743,100.0,Valido
Calle Louis Pasteur (Eranovum),TRIANA,37.40687349458398,-6.004136572116238,22.0,Valido
Cartuja - Facultad de comunicación,TRIANA,37.409365,-6.007439,3.4,Valido
Ceade,TRIANA,37.40248586326477,-6.006802942886338,22.0,Valido
Centro Comercial Torre Sevilla,TRIANA,37.391426,-6.010484,11.0,Valido
Hotel Abba Triana,TRIANA,37.38914220238219,-6.007463570591881,11.0,Valido
Hotel Barceló Renacimiento,TRIANA,37.409823426679935,-5.995242441589625,22.0,Valido
Hotel Barceló Sevilla Renacimiento,TRIANA,37.410084,-5.995848,22.0,Valido
Hotel EXE Cartuja,TRIANA,37.41607163200395,-6.003488657797448,22.0,Valido
La Cartuja. Parking Residencia Universitaria Yugo (Eranovum),TRIANA,37.4106229879266,-5.999595339136931,11.0,Valido
Parking - Maristas Sevilla,TRIANA,37.37942302000177,-6.001170793640881,22.0,Valido
Parking AUSSA Altozano,TRIANA,37.38565827008898,-6.003230481053492,7.4,Valido
Parking INSUR La Cartuja,TRIANA,37.404271170074495,-6.005570450163049,22.0,Valido
Parking Plaza de Cuba,TRIANA,37.380087990388425,-5.998271439552934,7.4,Valido
Parking Torre Sevilla (Endesa),TRIANA,37.39327480993083,-6.01014702877373,150.0,Valido
Residencia Universitaria Yugo la Cartuja (Exterior),TRIANA,37.41046897598517,-5.9997853074273735,120.0,Valido
Sevilla Tesla Supercharger,TRIANA,37.3924359292014,-6.010332201749179,250.0,Valido
Veiasa,TRIANA,37.40309805044606,-6.006532445186963,22.0,Valido
